Pokemon,tipos_en_moves,Cluster_P2
Sliggoo,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Water Water Water Water Water Water Water Water Electric Electric Electric Electric Grass Grass Grass Ice Ice Ice Ice Ice Fighting Fighting Fighting Poison Poison Poison Poison Poison Poison Poison Poison Ground Ground Flying Flying Psychic Psychic Psychic Bug Bug Bug Rock Rock Rock Rock Ghost Ghost Ghost Ghost Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dark Dark Steel Steel Steel,5
Slowbro,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Fire Fire Fire Water Water Water Water Water Water Water Water Water Water Water Water Water Water Electric Electric Electric Electric Grass Grass Grass Grass Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Poison Ground Ground Ground Ground Ground Ground Ground Ground Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Bug Rock Rock Rock Ghost Ghost Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Steel Steel Steel Steel,11
Slowking,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Fire Fire Fire Water Water Water Water Water Water Water Water Water Water Water Water Water Electric Electric Electric Electric Grass Grass Grass Grass Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Poison Ground Ground Ground Ground Ground Ground Ground Ground Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Bug Rock Rock Rock Rock Ghost Ghost Ghost Ghost Ghost Ghost Dragon Dragon Dragon Dragon Dark Dark Dark Dark Dark Dark Steel Steel Steel Steel,11
Slowpoke,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Fire Fire Fire Water Water Water Water Water Water Water Water Water Water Water Water Water Electric Electric Electric Electric Grass Grass Grass Grass Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Poison Poison Poison Poison Ground Ground Ground Ground Ground Ground Ground Ground Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Rock Rock Ghost Ghost Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Steel Steel Steel,11
Slugma,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Water Water Electric Electric Grass Grass Ice Ice Fighting Fighting Fighting Poison Poison Poison Poison Poison Poison Ground Ground Ground Ground Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Steel Steel Steel,13
Slurpuff,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Water Water Water Water Electric Electric Electric Grass Grass Grass Grass Grass Grass Ice Ice Fighting Fighting Fighting Poison Poison Poison Poison Ground Ground Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Rock Rock Ghost Ghost Dragon Dragon Dark Dark Dark Dark Steel Steel Fairy Fairy Fairy Fairy Fairy,4
Smeargle,Normal,4
Smoochum,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Water Water Water Water Water Electric Electric Grass Grass Grass Grass Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Ground Ground Ground Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Rock Rock Ghost Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel Fairy,11
Sneasel,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Water Water Water Water Water Electric Electric Grass Grass Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Poison Poison Ground Ground Ground Ground Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Bug Rock Rock Rock Ghost Ghost Ghost Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel Steel Steel,14
Snivy,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Water Water Water Water Electric Electric Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Ice Ice Fighting Fighting Poison Poison Poison Poison Poison Ground Ground Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Rock Rock Ghost Ghost Dragon Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Steel Steel Steel,17
Snorlax,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Fire Fire Fire Fire Fire Water Water Water Water Water Water Water Electric Electric Electric Electric Electric Electric Electric Grass Grass Grass Grass Ice Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Poison Poison Ground Ground Ground Ground Ground Ground Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Ghost Ghost Ghost Ghost Dragon Dragon Dragon Dark Dark Dark Dark Dark Dark Steel Steel Steel Steel Fairy,4
Snorunt,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Water Water Water Water Water Electric Electric Grass Grass Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Poison Poison Poison Ground Ground Ground Flying Flying Psychic Psychic Psychic Psychic Bug Bug Rock Rock Rock Ghost Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Dark Dark Steel Steel,9
Snover,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Water Water Water Water Water Electric Electric Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Poison Poison Poison Ground Ground Ground Flying Flying Psychic Psychic Psychic Psychic Psychic Bug Bug Rock Rock Ghost Ghost Ghost Dragon Dragon Dark Dark Steel Steel Steel,9
Snubbull,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Water Water Water Water Water Electric Electric Electric Electric Electric Electric Electric Electric Electric Grass Grass Grass Ice Ice Ice Ice Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Poison Ground Ground Ground Ground Ground Ground Flying Flying Psychic Psychic Psychic Psychic Bug Bug Rock Rock Rock Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel Fairy Fairy Fairy,4
Solosis,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Water Water Water Electric Electric Electric Electric Electric Grass Grass Grass Ice Ice Fighting Fighting Poison Poison Poison Poison Ground Ground Ground Ground Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Bug Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Steel Steel Steel Steel Steel Fairy,11
Solrock,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Water Water Electric Electric Electric Grass Grass Grass Grass Grass Ice Ice Fighting Fighting Poison Poison Poison Ground Ground Ground Ground Ground Ground Ground Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Steel Steel Steel Steel Steel,11
Spearow,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Water Water Water Electric Electric Grass Grass Ice Ice Fighting Fighting Poison Poison Poison Ground Ground Ground Ground Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Psychic Psychic Psychic Psychic Bug Bug Bug Rock Rock Ghost Ghost Ghost Ghost Dragon Dragon Dragon Dark Dark Dark Dark Dark Dark Steel Steel Steel Steel,0
Spewpa,Normal Normal Normal Electric Grass Poison Poison Poison Bug Bug Bug Bug Steel,16
Spheal,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Electric Electric Grass Grass Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Fighting Poison Poison Poison Ground Ground Ground Ground Ground Ground Flying Flying Psychic Psychic Psychic Bug Bug Bug Rock Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Steel Steel Steel Fairy,18
Spinarak,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Water Water Electric Electric Electric Grass Grass Grass Grass Ice Ice Fighting Fighting Poison Poison Poison Poison Poison Poison Poison Poison Poison Poison Poison Poison Poison Ground Ground Ground Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Bug Bug Bug Bug Bug Bug Bug Bug Bug Bug Bug Bug Bug Bug Rock Rock Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel,7
Spinda,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Fire Water Water Water Water Water Electric Electric Electric Electric Electric Grass Grass Ice Ice Ice Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Ground Ground Ground Ground Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Rock Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel,4
Spiritomb,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Water Water Water Water Water Electric Electric Electric Grass Grass Ice Ice Ice Fighting Fighting Poison Poison Poison Ground Ground Ground Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Bug Rock Rock Rock Rock Ghost Ghost Ghost Ghost Ghost Ghost Ghost Ghost Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel,15
Spoink,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Water Water Water Electric Electric Electric Electric Electric Grass Grass Grass Grass Ice Ice Ice Fighting Fighting Fighting Poison Poison Poison Ground Ground Ground Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Rock Rock Rock Ghost Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Steel Steel Steel,11
Spritzee,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Water Water Water Electric Electric Electric Electric Grass Grass Grass Grass Ice Ice Fighting Fighting Fighting Poison Poison Poison Ground Ground Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Rock Rock Ghost Ghost Ghost Dragon Dragon Dragon Dark Dark Dark Steel Steel Steel Steel Fairy Fairy Fairy Fairy Fairy Fairy Fairy Fairy Fairy,4
